User, Positiv, Negativ, Pstv, Affil, Ngtv, Hostile, Strong, Pow1, Weak, Submit, Active, Passive, Pleasur, Pain, Feel, Arousal, EMOT, Virtue, Vice, Ovrst, Undrst, Academ, Doctrin, Econat, Exch, ECON1, Exprsv, Legal, Milit, Polit, POLIT1, Relig, Role, COLL, Work1, Ritual, SocRel, Race, Kin, MALE, Female, Nonadlt, HU, ANI, PLACE, Social, Region, Route, Aquatic, Land, Sky, Object1, Tool, Food, Vehicle, BldgPt, ComnObj, NatObj, BodyPt, ComForm, COM, Say, Need, Goal, Try, Means, Persist, Complet, Fail, NatrPro, Begin1, Vary, Increas, Decreas, Finish, Stay, Rise, Exert, Fetch1, Travel, Fall, Think, Know, Causal, Ought, Perceiv, Compare, Eval, EVAL1, Solve, Absat, ABS1, Quality, Quan, NUMB, ORD1, CARD, FREQ, DIST, Timeat, TIME1, Space1, POS, DIM, Rel, COLOR, Self, Our, You, Name, Yes, No1, Negate, Intrj, IAV, DAV, SV, IPadj, IndAdj, PowGain, PowLoss, PowEnds, PowAren, PowCon, PowCoop, PowAuPt, PowPt, PowDoct, PowAuth, PowOth, PowTot, RcEthic, RcRelig, RcGain, RcLoss, RcEnds, RcTot, RspGain, RspLoss, RspOth, RspTot, AffGain, AffLoss, AffPt, AffOth, AffTot, WltPt, WltTran, WltOth, WltTot, WlbGain, WlbLoss, WlbPhys, WlbPsyc, WlbPt, WlbTot, EnlGain, EnlLoss, EnlEnds, EnlPt, EnlOth, EnlTot, SklAsth, SklPt, SklOth, SklTot, TrnGain, TrnLoss, TranLw, MeansLw, EndsLw, ArenaLw, PtLw, Nation, Anomie, NegAff, PosAff, SureLw, If1, NotLw, TimeSpc, FormLw, adverbs, anger, swearWords, sadness, openness, conscientiousness, extraversion, agreableness, neuroticism, beauty, behaviour, biology, science, earth, entrepreneurship, faith, fashion, fiends, law, marriage, military, music, occasions, vacations, violence, cEXT, cNEU, cAGR, cCON, cOPN, sEXT, sNEU, sAGR, sCON, sOPN
User61, 16, 6, 15, 5, 6, 2, 19, 5, 4, 0, 20, 14, 3, 0, 0, 4, 3, 1, 2, 5, 4, 1, 2, 4, 1, 6, 3, 1, 0, 1, 4, 1, 3, 1, 2, 5, 4, 0, 0, 0, 0, 1, 4, 3, 5, 3, 0, 0, 0, 1, 1, 5, 2, 1, 1, 0, 0, 1, 3, 2, 2, 0, 1, 2, 0, 3, 0, 2, 0, 10, 0, 0, 0, 0, 0, 2, 1, 2, 1, 4, 0, 0, 1, 0, 0, 1, 1, 0, 6, 0, 3, 17, 4, 5, 1, 0, 1, 1, 2, 22, 13, 4, 0, 2, 2, 1, 0, 0, 0, 2, 0, 0, 2, 2, 11, 8, 5, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 6, 0, 0, 0, 0, 1, 1, 0, 1, 1, 2, 1, 0, 0, 3, 4, 0, 1, 1, 2, 0, 0, 5, 1, 1, 7, 0, 0, 1, 0, 8, 9, 0, 0, 3, 3, 1, 1, 4, 0, 5, 0, 0, 6, 0, 2, 1, 0, 0, 0, 20, 2, 38, 5, 16, 7, 8, 7, 10, 5, 4, 23, 3, 12, 15, 25, 25, 25, 19, 17, 19, 26, 18, 26, 48, 44, 17, y, n, n, y, y, 4.33, 2.17, 3.17, 4.17, 4.83
User62, 29, 12, 28, 11, 11, 6, 20, 4, 4, 0, 28, 14, 3, 2, 0, 2, 3, 10, 5, 4, 2, 1, 1, 13, 0, 17, 5, 1, 1, 1, 8, 1, 5, 5, 6, 5, 6, 1, 1, 1, 2, 1, 10, 1, 13, 6, 0, 2, 1, 1, 3, 18, 4, 2, 5, 0, 4, 3, 1, 16, 18, 0, 2, 1, 1, 7, 0, 0, 0, 1, 1, 4, 0, 0, 0, 1, 0, 0, 3, 8, 1, 0, 0, 0, 0, 1, 0, 0, 9, 6, 4, 18, 1, 2, 0, 0, 0, 0, 1, 18, 13, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 17, 15, 4, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 4, 9, 0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 2, 0, 1, 6, 9, 1, 1, 14, 16, 0, 1, 5, 2, 0, 8, 1, 0, 1, 0, 5, 7, 2, 0, 5, 7, 2, 0, 3, 2, 4, 2, 0, 2, 0, 3, 2, 1, 5, 0, 22, 13, 52, 6, 18, 15, 8, 15, 12, 15, 15, 30, 16, 18, 23, 35, 33, 36, 34, 23, 22, 35, 35, 25, 47, 70, 32, y, y, y, n, n, 4.5, 4.0, 4.0, 2.0, 2.25
User63, 5, 3, 4, 1, 3, 1, 6, 0, 2, 0, 6, 4, 2, 0, 0, 2, 2, 3, 2, 2, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7, 1, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 2, 1, 15, 2, 7, 1, 1, 4, 11, 2, 5, 8, 6, 0, 6, 10, 6, 12, 7, 6, 7, 9, 13, 7, 15, 25, 12, y, n, y, y, y, 4.15, 2.25, 4.3, 3.65, 4.65
User64, 4, 1, 4, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 1, 0, 4, 3, 1, 0, 1, 0, 0, 0, 2, 1, 2, 1, 3, 0, 2, 0, 1, 5, 6, 0, n, y, n, y, y, 3.25, 3.0, 3.5, 4.5, 4.25
User65, 0, 2, 0, 0, 2, 1, 3, 0, 0, 1, 2, 1, 0, 1, 0, 1, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 1, 0, 0, 0, 5, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 10, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 4, 4, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 1, 13, 0, 5, 0, 1, 3, 2, 3, 4, 3, 3, 6, 3, 8, 6, 7, 8, 6, 5, 8, 9, 2, 11, 13, 9, n, y, n, n, y, 2.45, 3.25, 2.5, 3.3, 4.2
User66, 3, 1, 1, 1, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 2, 1, 0, 2, 2, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 0, 1, 3, 4, 0, y, n, y, y, y, 3.75, 2.25, 4.5, 3.75, 4.25
User67, 13, 5, 12, 2, 4, 2, 11, 1, 3, 0, 9, 8, 5, 0, 0, 0, 3, 2, 2, 2, 0, 0, 3, 3, 0, 2, 5, 1, 0, 3, 4, 0, 1, 4, 2, 4, 2, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 3, 2, 4, 2, 0, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 2, 2, 4, 14, 0, 1, 0, 0, 0, 0, 0, 12, 10, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 5, 0, 7, 1, 0, 0, 0, 2, 3, 0, 0, 3, 3, 0, 1, 2, 0, 2, 2, 0, 0, 0, 1, 1, 2, 1, 0, 11, 1, 23, 3, 6, 3, 2, 8, 10, 3, 3, 8, 3, 9, 8, 9, 6, 11, 7, 7, 12, 15, 5, 6, 13, 19, 5, y, n, n, y, n, 4.25, 2.0, 3.25, 4.75, 3.5
User68, 0, 3, 0, 1, 2, 0, 1, 1, 2, 0, 5, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 2, 0, 2, 0, 2, 0, 2, 1, 0, 4, 6, 4, 5, 4, 4, 4, 3, 3, 6, 6, 7, 3, y, n, y, y, y, 4.15, 2.0, 3.75, 4.1, 3.95
User69, 16, 8, 15, 8, 7, 1, 10, 7, 7, 2, 5, 7, 5, 0, 0, 2, 6, 4, 1, 3, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 10, 11, 0, 3, 5, 1, 0, 2, 2, 0, 0, 11, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 4, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 6, 1, 0, 3, 2, 1, 1, 0, 1, 0, 0, 5, 8, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 8, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 9, 0, 0, 6, 6, 0, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4, 1, 0, 0, 0, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 4, 1, 0, 1, 0, 2, 2, 0, 1, 0, 5, 2, 20, 2, 13, 7, 5, 6, 5, 17, 2, 10, 11, 8, 8, 11, 11, 24, 7, 11, 13, 14, 12, 8, 29, 19, 12, n, n, y, n, n, 1.95, 2.4, 3.8, 2.8, 2.7
User70, 47, 24, 41, 14, 20, 11, 32, 16, 5, 3, 42, 25, 8, 1, 0, 1, 7, 13, 7, 18, 1, 12, 8, 10, 0, 24, 18, 4, 6, 6, 24, 6, 20, 11, 5, 5, 13, 0, 1, 2, 3, 3, 31, 5, 17, 8, 0, 1, 0, 4, 4, 25, 7, 2, 1, 3, 8, 4, 5, 31, 23, 0, 2, 2, 0, 3, 0, 0, 0, 6, 1, 2, 1, 0, 2, 1, 2, 2, 4, 9, 0, 0, 11, 0, 0, 5, 0, 0, 8, 4, 7, 25, 3, 5, 0, 0, 0, 1, 0, 26, 18, 4, 1, 1, 0, 4, 0, 0, 0, 9, 1, 3, 1, 4, 21, 36, 3, 0, 4, 1, 1, 0, 4, 5, 0, 6, 4, 0, 0, 6, 27, 3, 2, 0, 0, 1, 6, 1, 0, 5, 6, 1, 0, 4, 8, 13, 2, 0, 3, 5, 0, 2, 5, 6, 0, 13, 11, 0, 1, 3, 26, 41, 1, 0, 3, 4, 3, 2, 8, 0, 4, 4, 3, 5, 0, 5, 4, 2, 0, 0, 27, 11, 81, 12, 17, 27, 24, 6, 20, 15, 12, 32, 25, 30, 37, 72, 44, 63, 49, 31, 54, 47, 61, 53, 60, 91, 48, y, y, n, y, n, 4.0, 4.0, 2.25, 4.5, 3.25
User71, 17, 4, 13, 5, 2, 1, 9, 3, 4, 1, 9, 7, 3, 0, 0, 0, 2, 5, 1, 7, 2, 0, 1, 2, 0, 6, 6, 0, 1, 0, 2, 0, 5, 1, 0, 1, 2, 0, 1, 1, 0, 1, 7, 2, 3, 2, 0, 0, 1, 0, 0, 9, 5, 1, 1, 0, 2, 0, 3, 7, 2, 0, 3, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 6, 2, 4, 0, 0, 0, 0, 0, 8, 7, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6, 10, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 1, 2, 0, 0, 2, 2, 0, 0, 3, 2, 0, 5, 2, 0, 0, 0, 2, 4, 1, 2, 3, 6, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, 1, 9, 1, 32, 6, 11, 13, 6, 12, 12, 11, 6, 14, 13, 10, 12, 17, 17, 22, 14, 23, 20, 24, 21, 18, 32, 32, 21, y, n, y, y, y, 4.75, 2.67, 4.75, 3.67, 4.5
User72, 10, 6, 8, 4, 6, 1, 9, 4, 5, 2, 6, 7, 1, 1, 0, 0, 2, 4, 2, 5, 1, 0, 0, 0, 0, 2, 0, 0, 0, 4, 5, 0, 4, 1, 2, 0, 1, 0, 0, 1, 0, 2, 5, 6, 5, 1, 3, 0, 1, 0, 0, 4, 2, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 5, 2, 0, 3, 2, 2, 0, 0, 0, 0, 0, 5, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 2, 1, 2, 5, 1, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 2, 3, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 6, 2, 21, 1, 3, 2, 2, 3, 5, 9, 1, 4, 8, 6, 10, 10, 5, 14, 15, 7, 12, 6, 13, 7, 11, 15, 12, y, y, y, n, y, 3.8, 3.0, 3.94, 3.1, 4.75
User73, 10, 7, 9, 2, 6, 2, 16, 2, 3, 1, 17, 5, 1, 3, 0, 3, 4, 0, 2, 1, 0, 3, 4, 1, 1, 3, 0, 1, 0, 0, 3, 2, 6, 2, 4, 0, 2, 0, 1, 2, 0, 0, 9, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 1, 0, 4, 4, 1, 2, 0, 0, 3, 0, 0, 0, 4, 0, 2, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3, 11, 1, 2, 0, 0, 0, 0, 0, 12, 8, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 17, 6, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7, 0, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 2, 0, 1, 0, 1, 0, 1, 1, 3, 0, 5, 1, 0, 0, 0, 7, 8, 0, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 0, 11, 2, 18, 4, 11, 7, 4, 6, 6, 2, 6, 14, 8, 9, 12, 17, 16, 13, 13, 16, 19, 16, 17, 18, 18, 27, 15, n, y, n, y, y, 2.63, 4.75, 2.25, 3.63, 4.25
User74, 29, 7, 28, 15, 7, 2, 12, 3, 6, 0, 16, 17, 7, 1, 0, 1, 6, 12, 3, 10, 1, 6, 0, 4, 2, 9, 3, 0, 0, 1, 3, 1, 7, 0, 2, 4, 5, 0, 0, 0, 3, 2, 7, 0, 9, 4, 3, 1, 0, 0, 1, 10, 3, 2, 0, 0, 4, 1, 2, 4, 7, 1, 1, 0, 0, 4, 1, 0, 1, 7, 0, 2, 0, 0, 0, 1, 0, 1, 1, 4, 0, 0, 2, 0, 0, 0, 0, 0, 11, 5, 1, 9, 0, 4, 0, 0, 0, 0, 1, 13, 7, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 12, 10, 7, 0, 2, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 4, 0, 0, 6, 10, 1, 2, 2, 5, 0, 2, 5, 2, 0, 9, 3, 0, 1, 0, 9, 13, 3, 0, 4, 7, 0, 1, 1, 0, 5, 3, 5, 0, 0, 2, 4, 4, 2, 0, 17, 2, 45, 11, 16, 15, 11, 8, 5, 12, 7, 30, 16, 19, 22, 35, 23, 44, 22, 35, 24, 32, 26, 31, 55, 51, 24, y, n, y, y, y, 4.5, 2.75, 4.25, 5.0, 4.75
User75, 12, 8, 10, 3, 4, 2, 4, 0, 3, 0, 8, 4, 3, 0, 0, 0, 3, 2, 1, 3, 0, 4, 1, 1, 0, 5, 2, 0, 0, 0, 4, 4, 2, 0, 4, 2, 2, 0, 1, 1, 0, 0, 3, 0, 5, 3, 0, 0, 1, 1, 0, 6, 3, 1, 0, 0, 1, 1, 1, 2, 3, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 8, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 2, 5, 8, 0, 0, 2, 2, 0, 0, 2, 3, 0, 5, 0, 0, 2, 0, 5, 7, 1, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 5, 1, 8, 2, 4, 6, 3, 3, 0, 10, 2, 4, 4, 6, 6, 15, 12, 7, 8, 9, 16, 5, 12, 4, 14, 15, 11, n, y, n, n, n, 2.4, 3.75, 2.95, 3.1, 3.75
User76, 131, 45, 119, 39, 39, 23, 65, 16, 24, 4, 114, 67, 30, 4, 0, 9, 33, 26, 10, 28, 5, 29, 22, 31, 4, 37, 10, 18, 1, 3, 26, 6, 42, 20, 37, 13, 20, 0, 19, 5, 9, 7, 62, 2, 57, 44, 0, 1, 0, 9, 3, 48, 12, 14, 0, 8, 7, 7, 7, 30, 20, 1, 10, 1, 1, 20, 0, 1, 9, 15, 2, 1, 1, 1, 10, 12, 0, 13, 5, 12, 0, 0, 9, 1, 0, 8, 3, 1, 19, 6, 23, 114, 7, 14, 3, 3, 0, 1, 0, 143, 100, 5, 3, 5, 1, 1, 0, 0, 0, 8, 2, 0, 3, 2, 67, 78, 14, 1, 6, 3, 4, 0, 0, 1, 2, 1, 1, 0, 18, 2, 32, 5, 1, 1, 0, 3, 10, 0, 1, 25, 26, 3, 1, 15, 54, 73, 1, 3, 18, 22, 2, 1, 17, 16, 8, 44, 18, 0, 0, 4, 50, 72, 1, 3, 23, 27, 1, 7, 23, 3, 18, 2, 3, 8, 1, 7, 6, 5, 1, 0, 119, 7, 172, 16, 26, 52, 29, 84, 66, 63, 10, 103, 36, 60, 59, 135, 94, 118, 121, 77, 135, 122, 91, 123, 199, 252, 86, y, n, n, n, n, 4.5, 2.25, 3.5, 3.25, 3.75
User77, 16, 9, 15, 4, 7, 4, 8, 1, 3, 0, 15, 9, 10, 1, 0, 2, 11, 1, 3, 2, 0, 4, 1, 0, 0, 2, 5, 0, 0, 2, 3, 1, 1, 4, 4, 1, 2, 0, 1, 0, 1, 0, 5, 0, 3, 3, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 0, 2, 3, 7, 6, 0, 3, 0, 0, 2, 0, 0, 0, 4, 3, 1, 0, 0, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5, 3, 2, 11, 4, 1, 0, 0, 0, 0, 0, 18, 10, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13, 10, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 3, 3, 0, 0, 1, 6, 7, 0, 0, 1, 1, 1, 1, 4, 7, 0, 13, 1, 0, 2, 0, 3, 6, 2, 0, 2, 4, 0, 0, 5, 0, 4, 0, 0, 1, 0, 3, 1, 0, 0, 0, 17, 5, 30, 5, 8, 11, 5, 9, 6, 7, 4, 15, 11, 13, 11, 15, 17, 20, 15, 20, 17, 11, 13, 20, 38, 33, 12, y, n, y, y, y, 4.0, 1.5, 4.35, 3.9, 4.8
User78, 12, 20, 8, 0, 17, 8, 13, 10, 6, 1, 16, 9, 4, 1, 0, 0, 3, 4, 8, 4, 3, 3, 1, 6, 1, 4, 6, 1, 0, 1, 4, 0, 3, 3, 4, 4, 4, 0, 0, 0, 0, 0, 7, 1, 2, 0, 0, 0, 0, 0, 2, 16, 3, 2, 0, 1, 9, 1, 6, 6, 14, 0, 1, 0, 1, 3, 0, 0, 0, 1, 2, 2, 1, 0, 1, 3, 0, 1, 1, 0, 0, 0, 4, 1, 0, 1, 0, 3, 7, 1, 5, 23, 5, 3, 0, 0, 0, 0, 0, 19, 17, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 13, 8, 1, 1, 4, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 7, 1, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 3, 4, 0, 7, 2, 0, 0, 0, 8, 10, 1, 3, 4, 8, 0, 1, 3, 0, 3, 3, 0, 0, 0, 5, 0, 0, 1, 0, 15, 5, 36, 7, 13, 8, 12, 8, 7, 6, 2, 17, 15, 14, 14, 20, 19, 21, 24, 18, 27, 20, 22, 19, 25, 42, 21, n, y, n, n, n, 1.6, 3.05, 3.0, 2.9, 3.45
User79, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 3, 0, 1, y, n, n, n, y, 4.2, 2.33, 3.17, 3.0, 4.17
