User, Positiv, Negativ, Pstv, Affil, Ngtv, Hostile, Strong, Pow1, Weak, Submit, Active, Passive, Pleasur, Pain, Feel, Arousal, EMOT, Virtue, Vice, Ovrst, Undrst, Academ, Doctrin, Econat, Exch, ECON1, Exprsv, Legal, Milit, Polit, POLIT1, Relig, Role, COLL, Work1, Ritual, SocRel, Race, Kin, MALE, Female, Nonadlt, HU, ANI, PLACE, Social, Region, Route, Aquatic, Land, Sky, Object1, Tool, Food, Vehicle, BldgPt, ComnObj, NatObj, BodyPt, ComForm, COM, Say, Need, Goal, Try, Means, Persist, Complet, Fail, NatrPro, Begin1, Vary, Increas, Decreas, Finish, Stay, Rise, Exert, Fetch1, Travel, Fall, Think, Know, Causal, Ought, Perceiv, Compare, Eval, EVAL1, Solve, Absat, ABS1, Quality, Quan, NUMB, ORD1, CARD, FREQ, DIST, Timeat, TIME1, Space1, POS, DIM, Rel, COLOR, Self, Our, You, Name, Yes, No1, Negate, Intrj, IAV, DAV, SV, IPadj, IndAdj, PowGain, PowLoss, PowEnds, PowAren, PowCon, PowCoop, PowAuPt, PowPt, PowDoct, PowAuth, PowOth, PowTot, RcEthic, RcRelig, RcGain, RcLoss, RcEnds, RcTot, RspGain, RspLoss, RspOth, RspTot, AffGain, AffLoss, AffPt, AffOth, AffTot, WltPt, WltTran, WltOth, WltTot, WlbGain, WlbLoss, WlbPhys, WlbPsyc, WlbPt, WlbTot, EnlGain, EnlLoss, EnlEnds, EnlPt, EnlOth, EnlTot, SklAsth, SklPt, SklOth, SklTot, TrnGain, TrnLoss, TranLw, MeansLw, EndsLw, ArenaLw, PtLw, Nation, Anomie, NegAff, PosAff, SureLw, If1, NotLw, TimeSpc, FormLw, adverbs, anger, swearWords, sadness, openness, conscientiousness, extraversion, agreableness, neuroticism, cEXT, cNEU, cAGR, cCON, cOPN, sEXT, sNEU, sAGR, sCON, sOPN
User10, 89, 44, 72, 56, 33, 18, 88, 0, 15, 5, 91, 33, 13, 7, 1, 4, 13, 19, 9, 16, 9, 6, 1, 0, 1, 0, 49, 2, 2, 0, 0, 7, 34, 28, 0, 32, 20, 0, 0, 11, 3, 3, 62, 10, 45, 9, 28, 3, 0, 1, 4, 0, 17, 9, 1, 2, 5, 8, 4, 27, 25, 1, 4, 4, 2, 24, 1, 2, 4, 13, 0, 4, 4, 0, 3, 6, 0, 7, 0, 7, 0, 3, 11, 2, 0, 9, 2, 0, 17, 7, 0, 0, 6, 9, 4, 0, 1, 4, 0, 0, 0, 0, 4, 5, 1, 6, 0, 0, 0, 4, 3, 0, 1, 8, 53, 47, 7, 0, 7, 6, 0, 1, 4, 5, 24, 2, 3, 0, 3, 8, 56, 3, 1, 4, 0, 4, 12, 0, 1, 14, 15, 2, 0, 5, 5, 12, 0, 4, 3, 7, 4, 3, 17, 10, 0, 34, 10, 0, 5, 2, 29, 46, 0, 1, 13, 0, 1, 4, 10, 2, 11, 10, 3, 3, 1, 4, 5, 1, 0, 0, 127, 19, 179, 29, 56, 54, 23, 56, 60, 37, 36, n, n, n, n, y, 3.35, 2.75, 2.85, 3.1, 4.15
User11, 24, 16, 23, 5, 12, 5, 11, 0, 2, 0, 15, 17, 14, 2, 0, 2, 13, 10, 2, 3, 0, 14, 1, 0, 0, 0, 7, 1, 0, 0, 0, 3, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 4, 1, 0, 0, 1, 0, 2, 0, 1, 3, 0, 0, 2, 1, 1, 14, 15, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 0, 2, 1, 0, 13, 1, 0, 0, 4, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 11, 5, 2, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 1, 5, 6, 0, 0, 0, 0, 0, 0, 4, 10, 0, 14, 1, 0, 0, 1, 16, 18, 0, 0, 4, 0, 0, 2, 1, 1, 1, 0, 0, 2, 0, 4, 6, 0, 0, 0, 18, 2, 70, 11, 25, 32, 22, 6, 25, 15, 24, n, y, y, n, y, 1.5, 3.8, 4.15, 3.05, 3.95
User12, 4, 7, 4, 2, 6, 2, 8, 0, 3, 1, 6, 6, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 7, 0, 0, 1, 1, 0, 0, 1, 2, 0, 7, 0, 8, 6, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 2, 0, 0, 0, 0, 10, 3, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 1, 1, 7, 0, 0, 0, 0, 1, 1, 2, 0, 1, 3, 0, 0, 2, 3, 5, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0, 2, 0, 0, 0, 0, 6, 1, 61, 20, 39, 31, 14, 12, 7, 15, 15, n, y, n, y, n, 3.25, 3.75, 1.75, 4.0, 3.5
User13, 52, 71, 39, 11, 57, 32, 78, 0, 20, 7, 112, 49, 7, 8, 0, 6, 12, 18, 17, 22, 6, 4, 2, 0, 1, 0, 15, 2, 7, 0, 0, 12, 16, 5, 0, 9, 17, 1, 0, 2, 4, 2, 21, 19, 14, 8, 0, 3, 0, 1, 2, 0, 14, 15, 7, 2, 4, 14, 15, 27, 16, 0, 2, 2, 2, 5, 0, 2, 3, 53, 0, 4, 4, 0, 3, 4, 3, 10, 0, 8, 2, 1, 6, 2, 0, 11, 0, 0, 18, 8, 0, 0, 18, 19, 2, 0, 2, 0, 0, 0, 0, 0, 1, 7, 4, 13, 12, 0, 0, 5, 5, 0, 1, 31, 74, 59, 13, 0, 5, 1, 3, 3, 1, 7, 3, 2, 2, 2, 0, 6, 30, 0, 5, 2, 0, 3, 10, 1, 1, 3, 5, 6, 0, 3, 11, 20, 1, 3, 10, 14, 1, 9, 22, 8, 1, 41, 13, 0, 0, 0, 19, 32, 4, 0, 9, 0, 0, 3, 15, 1, 12, 5, 2, 4, 1, 12, 7, 5, 0, 0, 36, 10, 130, 18, 85, 38, 32, 14, 12, 32, 60, n, y, n, n, y, 1.8, 2.9, 2.9, 3.0, 4.2
User14, 14, 12, 13, 7, 9, 2, 12, 0, 3, 0, 14, 11, 6, 1, 0, 4, 8, 3, 5, 7, 2, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 5, 1, 0, 1, 0, 0, 0, 0, 2, 0, 7, 1, 3, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 4, 4, 0, 0, 0, 0, 1, 1, 0, 1, 5, 0, 0, 2, 0, 1, 1, 0, 1, 0, 3, 0, 0, 0, 3, 0, 1, 0, 0, 5, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 11, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2, 7, 9, 1, 0, 2, 3, 0, 0, 6, 4, 0, 10, 0, 0, 1, 0, 7, 8, 0, 0, 1, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 5, 0, 0, 0, 0, 14, 2, 36, 1, 9, 12, 5, 8, 9, 7, 4, n, n, y, y, y, 3.55, 2.3, 3.65, 4.65, 4.6
User15, 17, 5, 16, 2, 5, 1, 17, 0, 4, 1, 19, 5, 3, 1, 0, 0, 4, 4, 1, 1, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 11, 1, 0, 1, 3, 0, 0, 1, 0, 0, 12, 0, 2, 1, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 3, 2, 2, 8, 6, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 3, 3, 0, 1, 2, 3, 0, 6, 5, 0, 0, 1, 6, 12, 1, 8, 3, 0, 0, 1, 2, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 6, 1, 19, 6, 8, 14, 7, 3, 3, 3, 7, n, n, n, n, n, 2.6, 2.65, 2.1, 2.2, 3.5
User16, 75, 31, 67, 32, 25, 8, 48, 0, 33, 6, 105, 74, 18, 2, 0, 10, 16, 26, 11, 20, 4, 8, 8, 0, 4, 0, 28, 3, 0, 0, 0, 5, 24, 16, 0, 8, 16, 1, 0, 1, 6, 3, 42, 2, 31, 19, 2, 1, 3, 5, 1, 0, 11, 20, 0, 7, 11, 3, 5, 33, 29, 0, 8, 1, 1, 17, 2, 3, 6, 29, 0, 4, 1, 0, 8, 4, 1, 7, 0, 31, 3, 0, 8, 3, 0, 4, 1, 0, 12, 11, 0, 0, 4, 18, 1, 0, 0, 1, 3, 0, 0, 0, 3, 6, 4, 7, 1, 0, 0, 7, 1, 0, 4, 1, 68, 69, 15, 0, 4, 0, 0, 0, 2, 2, 0, 1, 6, 0, 1, 7, 19, 2, 1, 1, 0, 1, 5, 0, 0, 9, 9, 7, 0, 10, 26, 43, 2, 2, 13, 17, 5, 1, 31, 14, 1, 52, 8, 0, 2, 0, 31, 41, 3, 1, 20, 0, 1, 9, 29, 1, 21, 5, 3, 17, 0, 3, 4, 3, 0, 1, 88, 14, 183, 30, 50, 52, 36, 56, 46, 38, 26, n, n, y, n, y, 3.35, 2.3, 4.1, 2.4, 4.5
User17, 15, 14, 14, 3, 13, 4, 7, 0, 5, 0, 25, 14, 4, 2, 0, 2, 3, 3, 4, 1, 1, 6, 1, 0, 1, 0, 18, 0, 1, 0, 0, 5, 8, 3, 0, 2, 3, 0, 0, 1, 2, 4, 11, 1, 8, 6, 0, 0, 0, 0, 2, 0, 4, 0, 1, 1, 4, 2, 8, 15, 11, 0, 2, 0, 0, 3, 1, 0, 1, 3, 0, 0, 1, 0, 3, 4, 0, 1, 0, 1, 0, 1, 1, 2, 0, 1, 0, 0, 3, 3, 0, 0, 1, 4, 4, 0, 4, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 6, 0, 0, 0, 0, 13, 16, 5, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 4, 0, 1, 0, 0, 1, 2, 0, 1, 2, 3, 1, 0, 2, 5, 8, 0, 1, 1, 2, 0, 0, 5, 6, 2, 13, 4, 0, 1, 1, 21, 27, 3, 0, 2, 0, 1, 2, 2, 0, 3, 2, 1, 3, 0, 3, 1, 1, 0, 0, 16, 6, 43, 4, 10, 15, 14, 5, 15, 10, 14, n, y, n, y, y, 1.35, 4.75, 2.85, 4.55, 4.4
User18, 39, 52, 33, 16, 43, 10, 38, 0, 13, 7, 66, 28, 6, 10, 1, 4, 7, 13, 16, 14, 3, 25, 7, 0, 3, 0, 23, 0, 0, 0, 0, 6, 15, 9, 0, 7, 9, 0, 0, 1, 3, 2, 24, 1, 24, 14, 4, 1, 0, 1, 4, 0, 10, 4, 0, 2, 3, 6, 8, 20, 19, 0, 3, 1, 0, 7, 1, 2, 3, 22, 0, 6, 1, 0, 6, 4, 0, 5, 0, 12, 1, 0, 5, 2, 0, 7, 1, 0, 18, 5, 0, 0, 10, 1, 3, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 1, 0, 0, 0, 2, 2, 0, 0, 8, 40, 43, 4, 0, 4, 4, 1, 0, 1, 4, 0, 1, 1, 1, 1, 3, 17, 1, 4, 0, 0, 2, 7, 0, 1, 7, 8, 2, 0, 7, 9, 18, 0, 2, 3, 5, 0, 4, 22, 5, 2, 33, 11, 1, 1, 2, 31, 46, 1, 0, 14, 0, 1, 5, 7, 1, 6, 4, 2, 2, 0, 4, 2, 0, 0, 0, 46, 4, 108, 22, 28, 33, 25, 29, 28, 26, 37, n, y, n, n, y, 3.15, 3.6, 3.4, 2.2, 4.25
User19, 9, 6, 8, 2, 4, 0, 9, 0, 4, 0, 11, 9, 4, 2, 0, 1, 5, 3, 1, 5, 0, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 4, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 1, 1, 3, 0, 1, 3, 4, 0, 8, 2, 0, 1, 0, 2, 5, 2, 0, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 12, 1, 23, 1, 6, 10, 3, 6, 6, 6, 3, n, y, n, y, y, 2.45, 3.15, 3.05, 4.1, 4.55
User20, 51, 41, 47, 17, 30, 11, 51, 0, 13, 6, 69, 38, 9, 8, 0, 4, 16, 19, 11, 22, 5, 10, 8, 0, 3, 0, 5, 0, 0, 0, 0, 3, 11, 10, 0, 4, 10, 0, 0, 1, 1, 3, 21, 2, 38, 17, 5, 3, 3, 8, 2, 0, 11, 5, 0, 2, 6, 10, 12, 15, 15, 0, 8, 2, 2, 15, 2, 1, 3, 11, 0, 5, 6, 1, 5, 6, 3, 6, 0, 14, 1, 0, 3, 1, 0, 4, 0, 0, 10, 10, 0, 0, 4, 15, 2, 0, 1, 0, 2, 0, 0, 0, 2, 3, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 53, 36, 8, 2, 8, 1, 3, 0, 0, 5, 2, 0, 3, 0, 1, 12, 27, 0, 2, 2, 0, 0, 4, 0, 0, 1, 1, 2, 0, 4, 7, 13, 0, 5, 5, 10, 1, 7, 13, 9, 6, 36, 8, 2, 2, 2, 31, 45, 5, 0, 5, 0, 6, 3, 11, 1, 13, 7, 1, 3, 0, 1, 7, 6, 0, 0, 59, 9, 116, 18, 21, 37, 15, 22, 26, 21, 10, y, n, n, y, y, 4.1, 1.78, 3.3, 4.3, 4.7
User21, 51, 35, 47, 24, 28, 13, 25, 0, 7, 5, 63, 35, 16, 2, 0, 6, 18, 11, 5, 5, 3, 0, 1, 0, 2, 0, 31, 2, 0, 0, 0, 6, 16, 3, 0, 19, 8, 1, 0, 3, 4, 0, 20, 8, 14, 7, 0, 2, 0, 2, 3, 0, 4, 3, 3, 2, 8, 11, 11, 23, 22, 2, 3, 1, 1, 5, 0, 2, 1, 14, 0, 0, 3, 0, 5, 5, 0, 13, 0, 3, 1, 0, 7, 1, 0, 7, 0, 0, 13, 5, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 30, 50, 2, 1, 2, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0, 6, 13, 1, 4, 0, 0, 0, 5, 0, 0, 9, 9, 1, 0, 6, 14, 21, 0, 0, 7, 7, 1, 0, 13, 14, 0, 28, 11, 0, 0, 0, 15, 26, 2, 2, 13, 0, 2, 5, 11, 0, 9, 4, 4, 2, 0, 3, 6, 2, 0, 0, 32, 12, 115, 22, 39, 48, 26, 16, 11, 24, 24, n, y, n, n, y, 2.65, 2.8, 3.35, 3.45, 4.35
User22, 21, 16, 19, 7, 16, 4, 23, 0, 10, 5, 48, 19, 5, 2, 0, 5, 5, 6, 4, 7, 2, 3, 1, 0, 0, 0, 7, 3, 1, 0, 0, 7, 7, 6, 0, 3, 8, 1, 0, 0, 0, 1, 13, 2, 3, 2, 1, 0, 0, 0, 0, 0, 5, 9, 0, 1, 2, 6, 0, 21, 13, 0, 2, 0, 0, 1, 0, 1, 2, 6, 0, 0, 0, 0, 3, 1, 0, 0, 0, 7, 1, 1, 1, 0, 0, 2, 0, 0, 4, 5, 0, 0, 6, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 4, 0, 0, 1, 0, 19, 37, 8, 0, 1, 1, 0, 0, 1, 2, 2, 3, 0, 0, 0, 2, 11, 1, 1, 0, 0, 4, 6, 0, 0, 1, 1, 0, 0, 1, 3, 4, 1, 1, 3, 5, 0, 0, 11, 4, 1, 16, 6, 0, 1, 0, 13, 20, 1, 1, 6, 0, 2, 2, 6, 0, 5, 5, 0, 3, 0, 3, 3, 0, 0, 0, 16, 9, 42, 10, 12, 19, 8, 15, 12, 19, 10, y, n, y, n, y, 4.3, 1.45, 4.4, 2.4, 4.6
User23, 54, 59, 50, 29, 52, 11, 44, 0, 15, 12, 56, 62, 17, 22, 1, 10, 29, 10, 11, 9, 11, 2, 2, 0, 0, 0, 12, 3, 2, 0, 0, 8, 26, 6, 0, 2, 10, 0, 0, 5, 2, 2, 32, 3, 19, 9, 0, 1, 1, 0, 8, 0, 7, 9, 0, 0, 6, 4, 8, 26, 19, 0, 4, 1, 0, 15, 0, 0, 3, 29, 0, 7, 2, 1, 2, 6, 0, 3, 0, 5, 3, 0, 4, 0, 0, 2, 0, 0, 16, 1, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 3, 3, 0, 0, 0, 0, 3, 0, 0, 11, 51, 36, 7, 0, 6, 4, 3, 0, 0, 3, 0, 1, 0, 0, 0, 2, 13, 2, 4, 0, 0, 3, 9, 1, 0, 1, 2, 3, 0, 10, 16, 29, 2, 1, 5, 8, 2, 1, 32, 16, 4, 55, 4, 0, 0, 0, 16, 20, 4, 3, 19, 0, 0, 4, 15, 0, 7, 3, 1, 0, 1, 4, 4, 1, 0, 1, 53, 11, 123, 18, 41, 44, 45, 25, 24, 34, 50, n, y, y, n, y, 2.3, 3.5, 4.5, 2.85, 4.5
User24, 5, 11, 4, 1, 10, 5, 8, 0, 3, 1, 14, 10, 2, 4, 0, 2, 5, 1, 3, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 3, 0, 0, 2, 4, 0, 5, 2, 6, 3, 0, 0, 0, 0, 3, 0, 1, 2, 1, 0, 1, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 8, 8, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 5, 1, 7, 0, 1, 1, 2, 0, 0, 4, 2, 0, 6, 1, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 2, 1, 0, 3, 0, 0, 2, 1, 3, 1, 0, 0, 0, 9, 3, 22, 3, 10, 7, 4, 1, 7, 5, 7, y, n, n, y, y, 4.5, 2.75, 2.5, 3.5, 4.25
User25, 22, 39, 20, 6, 31, 7, 34, 0, 18, 3, 46, 20, 2, 4, 0, 3, 4, 13, 14, 17, 8, 10, 2, 0, 3, 0, 20, 1, 0, 0, 0, 8, 18, 2, 0, 4, 2, 0, 0, 4, 1, 1, 21, 5, 10, 5, 2, 0, 1, 1, 1, 0, 4, 7, 3, 1, 4, 4, 3, 32, 25, 1, 3, 1, 1, 7, 2, 1, 0, 14, 0, 1, 0, 1, 3, 1, 0, 2, 0, 7, 0, 0, 10, 1, 0, 6, 2, 0, 23, 9, 0, 0, 5, 10, 2, 0, 1, 2, 0, 0, 0, 0, 6, 9, 1, 0, 1, 0, 0, 3, 0, 0, 3, 0, 27, 36, 5, 0, 5, 0, 1, 1, 1, 1, 2, 0, 1, 0, 0, 5, 12, 1, 1, 0, 0, 5, 7, 0, 0, 2, 2, 1, 0, 2, 4, 7, 0, 2, 4, 6, 1, 1, 11, 3, 1, 17, 10, 1, 1, 1, 25, 38, 5, 1, 11, 0, 0, 0, 12, 2, 6, 2, 3, 1, 0, 3, 6, 0, 0, 0, 32, 18, 122, 24, 43, 39, 22, 21, 27, 25, 31, n, y, y, n, y, 2.8, 3.15, 3.65, 3.45, 4.35
User26, 12, 14, 11, 2, 12, 8, 24, 0, 4, 0, 25, 11, 2, 0, 0, 4, 5, 5, 2, 6, 1, 2, 0, 0, 0, 0, 5, 1, 0, 0, 0, 1, 4, 3, 0, 6, 5, 0, 0, 0, 0, 0, 7, 0, 8, 3, 1, 1, 0, 0, 3, 0, 6, 0, 0, 1, 1, 1, 5, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 1, 0, 1, 0, 0, 2, 0, 8, 0, 1, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 11, 13, 0, 0, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 7, 1, 0, 0, 0, 1, 2, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 5, 3, 0, 10, 2, 0, 0, 0, 3, 5, 2, 0, 2, 0, 0, 1, 7, 0, 2, 0, 0, 1, 0, 4, 5, 0, 0, 0, 24, 0, 44, 6, 16, 9, 12, 4, 7, 11, 6, n, y, y, n, y, 2.45, 4.0, 3.8, 2.8, 4.25
User27, 59, 23, 52, 19, 19, 7, 37, 0, 14, 4, 53, 26, 8, 2, 0, 4, 9, 17, 11, 16, 8, 20, 7, 0, 1, 0, 10, 3, 0, 0, 0, 9, 21, 11, 0, 4, 11, 0, 0, 1, 5, 4, 32, 2, 10, 7, 2, 0, 0, 0, 0, 0, 12, 2, 0, 3, 7, 7, 3, 42, 41, 0, 8, 2, 2, 8, 0, 1, 2, 10, 0, 5, 2, 0, 3, 1, 1, 2, 0, 11, 0, 0, 6, 1, 0, 3, 0, 0, 15, 11, 0, 0, 4, 11, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 16, 2, 0, 2, 2, 41, 35, 14, 2, 7, 1, 1, 0, 1, 1, 1, 0, 1, 0, 2, 5, 13, 1, 6, 1, 0, 0, 8, 0, 0, 7, 7, 3, 0, 10, 11, 24, 2, 1, 2, 5, 0, 1, 9, 7, 0, 17, 7, 0, 4, 5, 58, 74, 3, 3, 10, 0, 2, 2, 13, 1, 15, 11, 3, 8, 0, 2, 4, 0, 0, 1, 39, 28, 104, 9, 29, 30, 41, 24, 20, 34, 20, n, n, y, n, y, 2.8, 1.6, 3.65, 3.25, 4.15
User28, 32, 38, 30, 16, 34, 20, 23, 0, 10, 3, 42, 30, 10, 3, 0, 4, 13, 7, 8, 8, 3, 3, 2, 0, 0, 0, 5, 2, 1, 0, 0, 5, 19, 2, 0, 4, 13, 0, 0, 6, 6, 2, 21, 0, 7, 2, 1, 0, 1, 1, 2, 0, 2, 4, 2, 1, 1, 2, 4, 14, 12, 0, 3, 0, 0, 4, 0, 1, 4, 9, 0, 1, 0, 0, 0, 1, 0, 7, 0, 5, 0, 1, 4, 0, 0, 0, 0, 0, 7, 5, 0, 0, 1, 5, 2, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 23, 19, 7, 0, 1, 0, 1, 2, 0, 10, 1, 0, 0, 0, 1, 3, 18, 3, 2, 2, 0, 1, 8, 0, 0, 2, 2, 3, 0, 5, 9, 17, 1, 2, 4, 7, 0, 5, 14, 5, 0, 24, 1, 0, 1, 0, 17, 19, 1, 0, 5, 0, 1, 4, 5, 1, 3, 1, 8, 2, 0, 5, 1, 2, 0, 0, 13, 11, 51, 9, 15, 23, 13, 9, 9, 13, 13, n, n, y, n, y, 3.5, 1.75, 4.75, 3.0, 4.25
User29, 4, 2, 3, 1, 2, 0, 11, 0, 2, 0, 12, 5, 0, 0, 0, 0, 0, 1, 1, 3, 0, 5, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 1, 0, 1, 4, 1, 0, 1, 0, 0, 3, 1, 9, 6, 0, 1, 0, 0, 2, 0, 1, 4, 0, 0, 3, 0, 1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 2, 3, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 10, 7, 1, 0, 2, 3, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 2, 2, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 7, 10, 0, 0, 1, 0, 0, 1, 3, 0, 0, 2, 0, 2, 0, 0, 1, 0, 0, 0, 29, 0, 34, 5, 8, 12, 4, 7, 9, 13, 3, y, n, y, y, n, 3.75, 2.0, 4.5, 4.0, 3.75
User30, 26, 18, 24, 10, 15, 5, 17, 0, 8, 4, 23, 28, 8, 3, 0, 6, 11, 7, 5, 3, 1, 8, 4, 0, 0, 0, 6, 1, 0, 0, 0, 5, 11, 6, 0, 2, 3, 0, 0, 0, 2, 0, 17, 0, 14, 11, 0, 0, 0, 1, 2, 0, 8, 0, 1, 0, 4, 5, 3, 8, 11, 0, 2, 1, 0, 1, 1, 0, 1, 7, 0, 2, 2, 3, 2, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 6, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 8, 20, 12, 6, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2, 2, 0, 0, 8, 8, 1, 0, 4, 12, 17, 0, 0, 2, 2, 1, 1, 6, 5, 2, 15, 0, 0, 0, 2, 9, 11, 1, 0, 5, 0, 0, 2, 2, 2, 5, 1, 1, 0, 0, 5, 3, 0, 0, 0, 43, 2, 92, 17, 15, 14, 18, 22, 26, 23, 10, n, y, n, y, n, 3.3, 2.8, 3.35, 4.25, 3.5
